account,amount,currency,title,note,date,income,type,category name,subcategory name,color,icon,emoji,budget,objective
Main,103.5,USD,,1 pago Curso de LWS,2024-11-26,False,null,Other Expense,Education,#78909c,price-tag.png,,,
Main,12.0,USD,,,2024-11-26,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,8.0,USD,,,2024-11-26,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,8.0,USD,,,2024-11-26,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,8.0,USD,,,2024-11-26,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,12.0,USD,,,2024-11-25,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,10.0,USD,,,2024-11-25,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,8.0,USD,,,2024-11-25,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,8.0,USD,,,2024-11-25,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,76.0,USD,,,2024-11-24,False,null,Groceries,,#4caf50,groceries.png,,,
Main,8.0,USD,,,2024-11-22,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,8.0,USD,,,2024-11-22,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,8.0,USD,,,2024-11-22,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,12.0,USD,,,2024-11-21,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,8.0,USD,,,2024-11-21,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,8.0,USD,,,2024-11-21,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,8.0,USD,,,2024-11-21,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,20.0,USD,,Proton Duo wi,2024-11-20,False,null,Subscription,,#ff7043,subscription.png,,,
Main,12.0,USD,,,2024-11-20,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,8.0,USD,,,2024-11-20,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,8.0,USD,,,2024-11-20,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,8.0,USD,,,2024-11-20,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,8.0,USD,,,2024-11-18,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,12.0,USD,,,2024-11-18,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,8.0,USD,,,2024-11-18,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,8.0,USD,,,2024-11-18,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,166.0,USD,,,2024-11-17,False,null,Groceries,,#4caf50,groceries.png,,,
Main,42.0,USD,,Compra Shein Gordi,2024-11-17,False,null,Shopping,Wear's,#ef5350,shopping.png,,Gordi,
Main,1.5,USD,,"Cashew, esta aplicación apoyo al developer",2024-11-17,False,null,Subscription,,#ff7043,subscription.png,,,
Main,19.0,USD,,Pizza,2024-11-15,False,null,Fast Food,,#ff7043,fast-food.png,,,
Main,12.0,USD,,,2024-11-15,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,8.0,USD,,,2024-11-15,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,8.0,USD,,,2024-11-15,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,8.0,USD,,,2024-11-15,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,1146.0,USD,,,2024-11-15,True,null,Salary,,#66bb6a,money-bag2.png,,,
Main,1209.0,USD,,,2024-11-15,True,null,Salary,,#66bb6a,money-bag2.png,,,
Main,12.0,USD,,"Spotify mes pasado, no anoté",2024-11-14,False,null,Subscription,,#ff7043,subscription.png,,,
Main,50.0,USD,,Best Buy Interest,2024-11-14,False,null,Other Expense,Credit Card Fee,#78909c,price-tag.png,,,
Main,3.0,USD,,Canal Calvo Youtube,2024-11-14,False,null,Subscription,,#ff7043,subscription.png,,,
Main,12.0,USD,,,2024-11-14,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,30.0,USD,,Teléfono Oneplus Tita,2024-11-14,False,null,Shopping,Electronics,#ef5350,shopping.png,,,
Main,12.0,USD,,,2024-11-14,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,23.0,USD,,Cargador Anker para Laptop,2024-11-13,False,null,Shopping,Electronics,#ef5350,shopping.png,,,
Main,8.0,USD,,,2024-11-13,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,12.0,USD,,,2024-11-13,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,2.0,USD,,,2024-11-13,False,null,Groceries,,#4caf50,groceries.png,,,
Main,8.0,USD,,,2024-11-13,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,8.0,USD,,,2024-11-13,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,16.0,USD,,,2024-11-12,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,12.0,USD,,,2024-11-12,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,80.0,USD,,Monitor Amazon 139$ con rebaja y mi gift card + Hdmi,2024-11-12,False,null,Shopping,Electronics,#ef5350,shopping.png,,,
Main,8.0,USD,,,2024-11-12,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,8.0,USD,,,2024-11-12,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,330.0,USD,,Oneplus Buds 3 pro + Watch 2 + Correa de extra,2024-11-11,False,null,Shopping,Electronics,#ef5350,shopping.png,,Colectivo,
Main,8.0,USD,,,2024-11-11,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,12.0,USD,,,2024-11-11,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,8.0,USD,,,2024-11-11,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,8.0,USD,,,2024-11-11,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,132.0,USD,,,2024-11-09,False,null,Groceries,,#4caf50,groceries.png,,,
Main,58.0,USD,,ADT Securidad,2024-11-09,False,null,Rent,Bills & Fees,#ab47bc,home2.png,,,
Main,20.0,USD,,Xbox cable y 10$ de pago de Best Buy,2024-11-09,False,null,Shopping,Electronics,#ef5350,shopping.png,,,
Main,50.0,USD,,Envio Tia Tita,2024-11-08,False,null,Gifts,,#f44336,gift.png,,,
Main,12.0,USD,,,2024-11-08,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,12.0,USD,,,2024-11-08,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,11.0,USD,,,2024-11-08,False,null,Groceries,,#4caf50,groceries.png,,,
Main,8.0,USD,,,2024-11-08,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,8.0,USD,,,2024-11-08,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,12.0,USD,,,2024-11-07,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,8.0,USD,,,2024-11-07,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,8.0,USD,,,2024-11-07,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,8.0,USD,,,2024-11-07,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,12.0,USD,,,2024-11-06,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,8.0,USD,,,2024-11-06,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,2.0,USD,,,2024-11-06,False,null,Groceries,,#4caf50,groceries.png,,,
Main,8.0,USD,,,2024-11-06,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,8.0,USD,,,2024-11-06,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,8.0,USD,,,2024-11-05,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,12.0,USD,,,2024-11-05,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,8.0,USD,,,2024-11-05,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,8.0,USD,,,2024-11-05,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,12.0,USD,,,2024-11-04,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,8.0,USD,,,2024-11-04,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,8.0,USD,,,2024-11-04,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,8.0,USD,,,2024-11-04,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,40.0,USD,,,2024-11-04,False,null,Other Expense,Home Wifi,#78909c,price-tag.png,,,
Main,10.0,USD,,,2024-11-03,False,null,Subscription,,#ff7043,subscription.png,,,
Main,186.0,USD,,"Pendientes otra dirección:
66 Agua 
60 Corriente

Actuales (15 días):
30 Corriente
30 Otros Bills",2024-11-03,False,null,Rent,Bills & Fees,#ab47bc,home2.png,,,
Main,20.0,USD,,Fees del pago + 15 del cambio de corriente,2024-11-03,False,null,Rent,Bills & Fees,#ab47bc,home2.png,,,
Main,600.0,USD,,Base Rent(mi parte) - 250$ del deposito usado para descontar,2024-11-03,False,null,Rent,,#ab47bc,home2.png,,,
Main,134.0,USD,,,2024-11-02,False,null,Groceries,,#4caf50,groceries.png,,,
Main,30.0,USD,,,2024-11-02,False,null,Other Expense,Barber,#78909c,price-tag.png,,,
Main,5.0,USD,,,2024-11-02,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,12.0,USD,,,2024-11-01,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,8.0,USD,,,2024-11-01,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,7.0,USD,,,2024-11-01,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,8.0,USD,,,2024-11-01,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,1212.0,USD,,,2024-10-31,True,null,Salary,,#66bb6a,money-bag2.png,,,
Main,1176.0,USD,,,2024-10-31,True,null,Salary,,#66bb6a,money-bag2.png,,,
Main,12.0,USD,,,2024-10-31,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,8.0,USD,,,2024-10-31,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,12.0,USD,,,2024-10-31,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,8.0,USD,,,2024-10-31,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,12.0,USD,,,2024-10-30,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,8.0,USD,,,2024-10-30,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,8.0,USD,,,2024-10-30,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,8.0,USD,,,2024-10-30,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,8.0,USD,,,2024-10-29,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,16.0,USD,,,2024-10-29,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,7.0,USD,,,2024-10-29,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,8.0,USD,,,2024-10-29,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,12.0,USD,,,2024-10-28,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,8.0,USD,,,2024-10-28,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,8.0,USD,,,2024-10-28,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,8.0,USD,,,2024-10-28,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,12.0,USD,,,2024-10-27,False,null,Gifts,,#f44336,gift.png,,,
Main,20.0,USD,,Mechanical Keyboard,2024-10-27,False,null,Shopping,Electronics,#ef5350,shopping.png,,,
Main,37.0,USD,,,2024-10-27,False,null,Groceries,,#4caf50,groceries.png,,,
Main,9.0,USD,,,2024-10-26,False,null,Other Expense,,#78909c,price-tag.png,,,
Main,21.0,USD,,,2024-10-26,False,null,Groceries,,#4caf50,groceries.png,,,
Main,12.0,USD,,,2024-10-25,False,null,Other Expense,Gas,#78909c,price-tag.png,,,
Main,14.0,USD,,,2024-10-25,False,null,Taxi,,#ffee58,taxi(1).png,,,
Main,8.0,USD,,,2024-10-25,False,null,Taxi,,#ffee58,taxi(1).png,,,
