id,formattedAddress,addressLine1,addressLine2,city,state,zipCode,county,latitude,longitude,propertyType,bedrooms,bathrooms,squareFootage,lotSize,yearBuilt,hoa,status,price,listingType,listedDate,removedDate,createdDate,lastSeenDate,daysOnMarket,mlsName,mlsNumber,listingAgent,listingOffice,history,builder
"40-12th-St-NE,-Unit-803,-Atlanta,-GA-30309","40 12th St NE, Unit 803, Atlanta, GA 30309",40 12th St NE,Unit 803,Atlanta,GA,30309,Fulton,33.784853,-84.387529,Condo,1,1,932.0,932.0,2023.0,{'fee': 789},Active,695000,New Construction,2024-05-27T00:00:00.000Z,,2022-09-17T09:09:58.829Z,2024-10-12T13:47:09.008Z,139,FMLS,7393027,"{'name': 'Robbie Roberts', 'phone': '4045302814', 'email': 'robbie@reddoorrealtyatlanta.com'}","{'name': 'Engel & Volkers Atlanta', 'phone': '4048457724', 'email': 'atlanta@engelvoelkers.com', 'website': 'https://evatlanta.evrealestate.com'}","{'2024-05-27': {'event': 'Sale Listing', 'price': 695000, 'listingType': 'New Construction', 'listedDate': '2024-05-27T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 139}}",
"525-Parkway-Dr-NE,-Apt-305,-Atlanta,-GA-30308","525 Parkway Dr NE, Apt 305, Atlanta, GA 30308",525 Parkway Dr NE,Apt 305,Atlanta,GA,30308,Fulton,33.768639,-84.372505,Condo,1,1,648.0,,2020.0,{'fee': 31},Active,295000,Standard,2024-05-28T00:00:00.000Z,,2024-05-29T00:00:00.000Z,2024-10-12T13:47:09.002Z,138,GeorgiaMLS,10306816,"{'name': 'Xianli Wang', 'phone': '7703809307', 'email': 'fchrxw@gmail.com', 'website': 'https://fionawang.georgiamls.com/'}","{'name': 'First Choice Homes Realty', 'phone': '7703809307', 'email': 'fchrxw@gmail.com'}","{'2024-05-28': {'event': 'Sale Listing', 'price': 295000, 'listingType': 'Standard', 'listedDate': '2024-05-28T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 138}}",
"9300-Roberts-Dr,-Unit-2,-Atlanta,-GA-30350","9300 Roberts Dr, Unit 2, Atlanta, GA 30350",9300 Roberts Dr,Unit 2,Atlanta,GA,30350,Fulton,34.002717,-84.335324,Condo,1,1,920.0,165528.0,2024.0,{'fee': 250},Active,414000,New Construction,2024-05-29T00:00:00.000Z,,2024-05-30T00:00:00.000Z,2024-10-12T13:47:08.976Z,137,FMLS,7390510,"{'name': 'Avi  Shemesh', 'phone': '4046633735', 'email': 'shemeshavi@aol.com'}","{'name': 'Chapman Hall Realty', 'phone': '4042524512', 'email': 'chapman@chapmanhallrealtors.com', 'website': 'www.chapmanhallrealty.biz'}","{'2024-05-29': {'event': 'Sale Listing', 'price': 414000, 'listingType': 'New Construction', 'listedDate': '2024-05-29T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 137}}",
"1080-Peachtree-St-NE,-Unit-1906,-Atlanta,-GA-30309","1080 Peachtree St NE, Unit 1906, Atlanta, GA 30309",1080 Peachtree St NE,Unit 1906,Atlanta,GA,30309,Fulton,33.783839,-84.383866,Condo,1,1,818.0,819.0,2008.0,{'fee': 514},Active,399900,Standard,2024-05-29T00:00:00.000Z,,2024-05-30T00:00:00.000Z,2024-10-12T13:47:08.973Z,137,FMLS,7394377,"{'name': 'Trent Aldridge', 'phone': '4045566700', 'email': 'trent@citymaxrealty.com', 'website': 'https://trentaldridge.com'}","{'name': 'City Max Realty, Inc.', 'phone': '4045566700', 'email': 'trent@citymaxrealty.com', 'website': 'www.citymaxrealty.com'}","{'2024-05-29': {'event': 'Sale Listing', 'price': 399900, 'listingType': 'Standard', 'listedDate': '2024-05-29T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 137}}",
"377-Ralph-Mcgill-Blvd-NE,-Apt-C,-Atlanta,-GA-30312","377 Ralph Mcgill Blvd NE, Apt C, Atlanta, GA 30312",377 Ralph Mcgill Blvd NE,Apt C,Atlanta,GA,30312,Fulton,33.763419,-84.375376,Condo,1,1,894.0,893.0,1980.0,{'fee': 477},Active,225000,Standard,2024-05-30T00:00:00.000Z,,2020-10-01T11:12:21.436Z,2024-10-12T13:47:08.970Z,136,FMLS,7394507,"{'name': 'David Roberts', 'phone': '7703370111', 'email': 'david@robertsopensdoors.com', 'website': 'http://www.robertsopensdoors.com'}","{'name': 'The Roberts Realty Group', 'phone': '7703861708', 'email': 'david@robertsopensdoors.com', 'website': 'www.robertsopensdoors.com'}","{'2024-05-30': {'event': 'Sale Listing', 'price': 225000, 'listingType': 'Standard', 'listedDate': '2024-05-30T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 136}}",
"845-Spring-St-NW,-Unit-322,-Atlanta,-GA-30308","845 Spring St NW, Unit 322, Atlanta, GA 30308",845 Spring St NW,Unit 322,Atlanta,GA,30308,Fulton,33.777806,-84.388057,Condo,1,1,900.0,902.0,2002.0,{'fee': 446},Active,339900,Standard,2024-05-29T00:00:00.000Z,,2024-05-30T00:00:00.000Z,2024-10-12T13:47:08.969Z,137,FMLS,7394199,"{'name': 'Michael Kondalski', 'phone': '4048742262', 'email': 'mike.kondalski@coldwellbankeratlanta.com', 'website': 'http://www.atlrealestateinside285.com/'}","{'name': 'Coldwell Banker Realty', 'phone': '4048742262', 'email': 'amy.faulkner@coldwellbankeratlanta.com', 'website': 'https://www.coldwellbankerhomes.com//ga/atlanta/office/intown/oid_3222/'}","{'2024-05-29': {'event': 'Sale Listing', 'price': 339900, 'listingType': 'Standard', 'listedDate': '2024-05-29T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 137}}",
"264-19th-St-NW,-Unit-2315,-Atlanta,-GA-30363","264 19th St NW, Unit 2315, Atlanta, GA 30363",264 19th St NW,Unit 2315,Atlanta,GA,30363,Fulton,33.792685,-84.397015,Condo,1,1,1158.0,4356.0,2006.0,,Active,318000,Standard,2024-05-30T00:00:00.000Z,,2023-10-01T00:00:00.000Z,2024-10-12T13:47:08.962Z,136,GeorgiaMLS,10308167,"{'name': 'Alonzo Hunter', 'phone': '4048432500', 'email': 'al.hunter@metrobrokers.com'}","{'name': 'Community Realty, LLC', 'phone': '6787916844', 'email': 'al.hunter@metrobrokers.com'}","{'2024-05-30': {'event': 'Sale Listing', 'price': 318000, 'listingType': 'Standard', 'listedDate': '2024-05-30T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 136}}",
"1015-Piedmont-Ave-NE,-Apt-A2,-Atlanta,-GA-30309","1015 Piedmont Ave NE, Apt A2, Atlanta, GA 30309",1015 Piedmont Ave NE,Apt A2,Atlanta,GA,30309,Fulton,33.782428,-84.379892,Condo,1,1,725.0,723.0,1920.0,{'fee': 350},Active,300000,Standard,2024-05-30T00:00:00.000Z,,2024-05-31T00:00:00.000Z,2024-10-12T13:47:08.957Z,136,FMLS,7395232,"{'name': 'Durrett Evans', 'phone': '3059891993', 'email': 'durrettevans@gmail.com'}","{'name': 'COMPASS', 'phone': '4046686621', 'email': 'beth.butler@compass.com', 'website': 'www.compass.com'}","{'2024-05-30': {'event': 'Sale Listing', 'price': 300000, 'listingType': 'Standard', 'listedDate': '2024-05-30T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 136}}",
"346-Peters-St-SW,-Unit-104,-Atlanta,-GA-30313","346 Peters St SW, Unit 104, Atlanta, GA 30313",346 Peters St SW,Unit 104,Atlanta,GA,30313,Fulton,33.745251,-84.40377,Condo,1,1,981.0,,2023.0,{'fee': 284},Active,325000,New Construction,2024-06-03T00:00:00.000Z,,2023-02-04T00:00:00.000Z,2024-10-12T13:46:26.559Z,132,FMLS,7396912,"{'name': 'Perginia London', 'phone': '8018798536', 'email': 'perginialondon@kw.com'}","{'name': 'COMPASS', 'phone': '4046686621', 'email': 'beth.butler@compass.com', 'website': 'www.compass.com'}","{'2024-06-03': {'event': 'Sale Listing', 'price': 325000, 'listingType': 'New Construction', 'listedDate': '2024-06-03T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 132}}",
"799-Hammond-Dr,-Unit-125,-Atlanta,-GA-30328","799 Hammond Dr, Unit 125, Atlanta, GA 30328",799 Hammond Dr,Unit 125,Atlanta,GA,30328,Fulton,33.917494,-84.359405,Condo,1,1,773.0,771.0,2005.0,{'fee': 338},Active,220000,Standard,2024-06-04T00:00:00.000Z,,2024-06-05T00:00:00.000Z,2024-10-12T13:46:26.495Z,131,FMLS,7364867,{'name': 'Olivia Sekerak'},"{'name': 'Dorsey Alston Realtors', 'phone': '4043522010', 'email': 'klrw367@kw.com', 'website': 'www.dorseyalston.com'}","{'2024-06-04': {'event': 'Sale Listing', 'price': 220000, 'listingType': 'Standard', 'listedDate': '2024-06-04T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 131}}",
